COD_VIA;VIA_CLASE;VIA_PAR;VIA_NOMBRE;VIA_NOMBRE_ACENTOS;DISTRITO;BARRIO;IMPAR_MIN;IMPAR_MAX;PAR_MIN;PAR_MAX
31000402;CALLE;DE LA;ESTRELLA HADAR;ESTRELLA HADAR;02;4;1;1G;2;14
31000181;CALLE;DE LA;ESTRELLA NAOS;ESTRELLA NAOS;02;5;5;5;2;22
00281600;CALLE;DE LA;ESTRELLA POLAR;ESTRELLA POLAR;03;3;1;19;2;30
31000180;CALLE;DE LA;ESTRELLA SHAULA;ESTRELLA SHAULA;02;5;1;5;-;-
00002525;CALLE;DE;ESTRELLITA CASTRO;ESTRELLITA CASTRO;19;1;1;1;2;2
31000622;CALLE;DE;ESTREMERA;ESTREMERA;18;1;1;17;16;20
00281800;CALLE;DEL;ESTRONCIO;ESTRONCIO;17;4;1;17;-;-
00281900;CALLE;DE LOS;ESTUDIANTES;ESTUDIANTES;09;3;3;7;2;6
00281950;CALLE;DEL;ESTUDIO;ESTUDIO;09;7;1;35;2;14
00282000;CALLE;DE LOS;ESTUDIOS;ESTUDIOS;01;2;1;9;2;16
00282100;CALLE;DEL;ETNA;ETNA;13;5;-;-;2;18
00002299;CALLE;DE;ETREROS;ETREROS;02;1;1;15;2;6
00282300;CALLE;DE;ETRURIA;ETRURIA;20;7;1;45;2;40
00001928;CALLE;DEL;EUCALIPTO;EUCALIPTO;05;4;1;33;-;-
00282410;CALLE;DE;EUGENIA DE MONTIJO;EUGENIA DE MONTIJO;11;4;-;-;20;92
00282410;CALLE;DE;EUGENIA DE MONTIJO;EUGENIA DE MONTIJO;11;5;3;83;2;18
00282410;CALLE;DE;EUGENIA DE MONTIJO;EUGENIA DE MONTIJO;11;6;87;107;98;114
00282600;CALLE;DE;EUGENIO;EUGENIO;06;4;1;17;2;14
00282700;CALLE;DE;EUGENIO CAXES;EUGENIO CAXES;12;5;1;5;2;14
00000956;CALLE;DE;EUGENIO D'ORS;EUGENIO D'ORS;14;4;1;3;2;2
00000922;PLAZA;DE;EUGENIO MARIA DE HOSTOS;EUGENIO MARÍA DE HOSTOS;09;3;1;1;2;2
00282900;CALLE;DE;EUGENIO PEREZ;EUGENIO PÉREZ;08;1;1;5;2;6
00283000;CALLE;DE;EUGENIO SALAZAR;EUGENIO SALAZAR;05;2;1;5;2;4B
00283000;CALLE;DE;EUGENIO SALAZAR;EUGENIO SALAZAR;05;3;9;55;6;60
00283100;CALLE;DE;EUGENIO SELLES;EUGENIO SELLÉS;02;3;1;5;2;14
00283200;CALLE;DE;EUGENIO ZUBIA;EUGENIO ZUBÍA;13;6;1;15;2;16
00283400;CALLE;DE;EULALIA GIL;EULALIA GIL;11;4;3;23;2;22
00283500;CALLE;DE;EULALIA PAINO;EULALIA PAÍNO;11;7;1;11A;2;12
00283600;CALLE;DE;EULOGIO PEDRERO;EULOGIO PEDRERO;18;1;1;51;2;40
00002851;CALLE;DE;EUNATE;EUNATE;08;6;5;5;6;16
00283700;CALLE;DE;EURICO;EURICO;11;3;1;13;-;-
00283800;PLAZA;DE;EURIPIDES;EURÍPIDES;20;7;1;7;2;8
00905985;AVENIDA;DEL;EURO;EURO;11;6;3;57;2;86
00001809;AVENIDA;DE;EUROPA;EUROPA;09;7;25;29D;30;34K
00283900;CALLE;DE;EUROPA;EUROPA;05;5;1;9;2;8
00284000;CALLE;DE;EUSEBIO BLASCO;EUSEBIO BLASCO;11;3;1;5;2;6
00284100;CALLE;DE;EUSEBIO ISIDRO;EUSEBIO ISIDRO;08;3;5;9;-;-
00284200;CALLE;DE;EUSEBIO MARTINEZ BARONA;EUSEBIO MARTÍNEZ BARONA;15;7;1;15;4;12
00284300;CALLE;DE;EUSEBIO MORAN;EUSEBIO MORÁN;11;2;1;31;2;28
00284400;CALLE;DE;EUSKALDUNA;EUSKALDUNA;17;3;1;29;2;16
00284500;CALLE;DE;EUSTAQUIO RODRIGUEZ;EUSTAQUIO RODRÍGUEZ;07;6;1;5;2;10
00002894;CALLE;DE;EUTERPE;EUTERPE;20;6;1;27;12;12
31000458;CALLE;DE;EVANGELINA SOBREDO GALANES;EVANGELINA SOBREDO GALANES;09;5;1;15;22;46
00284700;CALLE;DE LOS;EVANGELIOS;EVANGELIOS;12;4;1;41;2;44
00284900;CALLE;DE;EVARISTO SAN MIGUEL;EVARISTO SAN MIGUEL;09;2;1;21;2;24
00284950;CALLE;DE;EVORA;ÉVORA;11;2;1;11;2;22
00285000;CALLE;DE LA;EXPLANADA;EXPLANADA;09;3;1;23;2;18
00285050;CALLE;DE LA;EXPROPIACION;EXPROPIACIÓN;12;1;1;1;10;12
00285200;PASEO;DE;EXTREMADURA;EXTREMADURA;09;1;-;-;300;300
00285200;PASEO;DE;EXTREMADURA;EXTREMADURA;10;2;1;147;2;172
00285200;PASEO;DE;EXTREMADURA;EXTREMADURA;10;3;151;327;196;272B
00285200;PASEO;DE;EXTREMADURA;EXTREMADURA;10;4;349;435;298;298B
00285200;PASEO;DE;EXTREMADURA;EXTREMADURA;10;5;-;-;302;404
00285200;PASEO;DE;EXTREMADURA;EXTREMADURA;10;6;501;573;-;-
00285200;PASEO;DE;EXTREMADURA;EXTREMADURA;10;7;437;493;-;-
00285225;CALLE;DE LOS;EXTREMEÑOS;EXTREMEÑOS;13;4;1;5;2;4
00285250;CALLE;DE;EZCARAY;EZCARAY;19;2;1;3;2;76
00285300;CALLE;DE;EZEQUIEL PEÑALVER;EZEQUIEL PEÑALVER;21;2;1;15;2;12
00285400;CALLE;DE;EZEQUIEL SOLANA;EZEQUIEL SOLANA;15;2;1;117;2;124
31000694;CALLE;DE LA;FABRICA DE MOSAICOS;FÁBRICA DE MOSAICOS;17;3;1;1;2;2
00286000;CALLE;DEL;FACTOR;FACTOR;01;1;1;7;2;16
31000352;CALLE;DEL;FAGOT;FAGOT;10;6;-;-;2;2
00002498;CALLE;DE LOS;FAISANES;FAISANES;19;1;3;3;2;2
00286100;CALLE;DEL;FALCINELO;FALCINELO;11;5;1;35;2;48
00286200;CALLE;DE LA;FALUA;FALÚA;21;1;3;7B;2;10
00002227;CALLE;DE;FANTASIA;FANTASÍA;13;3;1;9;2;8L
31000300;CALLE;DE;FARADAY;FARADAY;08;8;3;9;2;2
00286400;CALLE;DE LA;FARMACIA;FARMACIA;01;4;1;13;2;16
00286500;CALLE;DE;FARO;FARO;11;7;1;1;2;8B
00001903;CALLE;DEL;FAROLILLO;FAROLILLO;11;3;1;7;2;2
00286600;CALLE;DE;FAUSTA ELORZ;FAUSTA ELORZ;12;5;1;7;2;6
00286800;CALLE;DE;FAUSTINA CALVO;FAUSTINA CALVO;10;3;1;11;6;10
00286900;CALLE;DE;FAUSTINA MENA;FAUSTINA MENA;08;3;-;-;4;8
00287000;CALLE;DE;FAUSTINA PEÑALVER;FAUSTINA PEÑALVER;15;6;1;13;4;22
31000063;CALLE;DE;FAUSTINO CORDON BONET;FAUSTINO CORDÓN BONET;10;7;1;17;2;48
00287100;CALLE;DE;FAUSTINO GARIJO;FAUSTINO GARIJO;09;6;1;17;6;18
00287300;CALLE;DE;FAUSTINO OSORIO;FAUSTINO OSORIO;10;1;1;37;2;50
00287400;CALLE;DE;FAUSTO DOMINGO;FAUSTO DOMINGO;11;5;1;11;2;8
00287500;CALLE;DE LA;FE;FE;01;2;1;19;2;18
00287600;CALLE;DE;FEBRERO;FEBRERO;20;6;1;67;2;72
31000590;CALLE;DE;FEDERICA MONTSENY;FEDERICA MONTSENY;08;7;1;15;2;96
00287800;CALLE;DE;FEDERICO AGUSTI;FEDERICO AGUSTÍ;09;6;1;45;2;94
00287850;CALLE;DE;FEDERICO CARLOS SAINZ DE ROBLES;FEDERICO CARLOS SAINZ DE ROBLES;09;4;1;33;2;16
00288040;PASEO;DE;FEDERICO GARCIA LORCA;FEDERICO GARCÍA LORCA;18;1;1;23;2;38
00288050;CALLE;DE;FEDERICO GARCIA SANCHIZ;FEDERICO GARCÍA SANCHÍZ;05;4;1;1;4;4
00288100;CALLE;DE;FEDERICO GRASES;FEDERICO GRASES;11;5;1;43;2;62
00288200;CALLE;DE;FEDERICO GUTIERREZ;FEDERICO GUTIÉRREZ;15;3;1;39;2;46
00288300;CALLE;DE;FEDERICO MAYO;FEDERICO MAYO;10;2;1;31;2;34
00001837;CALLE;DE;FEDERICO MOMPOU;FEDERICO MOMPOU;08;6;1;7;2;8
00000703;CALLE;DE;FEDERICO MORENO TORROBA;FEDERICO MORENO TORROBA;03;2;1;11;2;6
00288400;CALLE;DE;FEDERICO NUÑEZ;FEDERICO NÚÑEZ;16;4;1;5;-;-
00288500;CALLE;DE;FEDERICO ORIOL;FEDERICO ORIOL;09;6;1;13;2;12
00288550;CALLE;DE;FEDERICO ROMERO;FEDERICO ROMERO;09;7;1;9;2;10
00288600;CALLE;DE;FEDERICO SALMON;FEDERICO SALMÓN;05;5;1;13;2;12
00288700;CALLE;DE;FEIJOO;FEIJOO;07;3;1;15;2;20
00001001;AVENIDA;DE LA;FELICIDAD;FELICIDAD;17;4;1;47;2;44
00289000;CALLE;DE;FELIPE ALVAREZ;FELIPE ÁLVAREZ;18;1;1;7;2;40
00289100;CALLE;DE;FELIPE CAMPOS;FELIPE CAMPOS;05;1;1;37;2;38
00289200;CALLE;DE;FELIPE CASTRO;FELIPE CASTRO;12;7;1;45;2;42
00446150;CALLE;DE;FELIPE DE DIEGO;FELIPE DE DIEGO;13;3;1;17;2;8
00002237;TRAVESIA;DE;FELIPE DE DIEGO;FELIPE DE DIEGO;13;3;1;31;2;18
00289300;CALLE;DE;FELIPE DIAZ;FELIPE DÍAZ;12;4;1;7;2;12
00289600;CALLE;DE;FELIPE EL HERMOSO;FELIPE EL HERMOSO;07;3;1;1;2;4
00289400;CALLE;DE;FELIPE FRAILE;FELIPE FRAILE;13;6;3;7;4;12
00289700;CALLE;DE;FELIPE HERRANZ;FELIPE HERRANZ;16;4;1;17;2;18
00290200;AVENIDA;DE;FELIPE II;FELIPE II;04;2;1;21;2;34
00290300;CALLE;DE;FELIPE III;FELIPE III;01;6;1;11;2;6
00290400;CALLE;DE;FELIPE IV;FELIPE IV;03;5;1;15;2;14
00289900;CALLE;DE;FELIPE MORA;FELIPE MORA;06;5;1;13;2;16
00290000;CALLE;DE;FELIPE MORATILLA;FELIPE MORATILLA;09;1;1;13;2;16
00290100;CALLE;DE;FELIPE PEREZ Y GONZALEZ;FELIPE PÉREZ Y GONZÁLEZ;05;1;1;1;2;6
00290250;CALLE;DE;FELIPE PINGARRON;FELIPE PINGARRÓN;17;1;1;11;4;4
00000740;CALLE;DE;FELIPE TRIGO;FELIPE TRIGO;15;5;1;7;2;6
00290500;CALLE;DE;FELIPE V;FELIPE V;01;1;1;1;2;8
00290700;CALLE;DE;FELISA MENDEZ;FELISA MÉNDEZ;13;2;1;45;2;34
00290800;CALLE;DE;FELISA PIZARRO;FELISA PIZARRO;08;3;1;5;2;4
00291000;CALLE;DE;FELIX BOIX;FÉLIX BOIX;05;5;1;13;2;18
31001745;CALLE;DE;FELIX CANDELA;FÉLIX CANDELA;16;6;3;181;6;148
00291100;CALLE;DE;FELIX LOPEZ;FÉLIX LÓPEZ;11;5;3;19;2;38
00291200;CALLE;DE;FELIX PORTONES;FÉLIX PORTONES;06;6;1;5;2;12
00000951;CALLE;DE;FELIX RODRIGUEZ DE LA FUENTE;FÉLIX RODRÍGUEZ DE LA FUENTE;14;4;1;87;2;24
00000951;CALLE;DE;FELIX RODRIGUEZ DE LA FUENTE;FÉLIX RODRÍGUEZ DE LA FUENTE;15;1;89;93;26;26
00291350;CALLE;DE;FENELON;FENELÓN;20;7;1;17;2;22
00291375;CALLE;DEL;FENIX;FÉNIX;09;7;1;19;2;12
00291500;CALLE;DE;FERELUZ;FERELUZ;06;5;1;57;2;44
31001809;CALLE;DE;FERENC PUSKAS;FERENC PUSKÁS;19;1;1;405;12;98
00291600;CALLE;DE LA;FERIA;FERIA;20;2;-;-;2;10
00905209;CALLE;DEL;FERIAL;FERIAL;09;1;1;9;2;10
00000921;CALLE;DE LOS;FERIANTES;FERIANTES;21;3;1;5;2;2
00291650;CALLE;DE;FERMIN CABALLERO;FERMÍN CABALLERO;08;3;73;93;74;92
00291650;CALLE;DE;FERMIN CABALLERO;FERMÍN CABALLERO;08;4;53;71A;54;72
00291650;CALLE;DE;FERMIN CABALLERO;FERMÍN CABALLERO;08;5;1;51;2;52C
00291700;CALLE;DE;FERMIN DOMINGUEZ ORTIZ;FERMÍN DOMÍNGUEZ ORTIZ;15;1;5;7;6;8
00291800;CALLE;DE;FERMIN DONAIRE;FERMÍN DONAIRE;12;6;1;27;2;36
00291900;CALLE;DE;FERMIN IZQUIERDO;FERMÍN IZQUIERDO;06;5;3;11;2;6
00292100;AVENIDA;DE;FERMINA SEVILLANO;FERMINA SEVILLANO;20;6;1;37;2;42
00292300;CALLE;DE;FERNAN CABALLERO;FERNÁN CABALLERO;11;1;1;33;2;26
00292500;CALLE;DE;FERNAN GONZALEZ;FERNÁN GONZÁLEZ;03;4;35;79;32;76
00292500;CALLE;DE;FERNAN GONZALEZ;FERNÁN GONZÁLEZ;04;2;1;33;2;30
00292600;CALLE;DE;FERNAN NUÑEZ;FERNÁN NÚÑEZ;05;4;1;61;2;12
00905003;PASEO;DE;FERNAN NUÑEZ;FERNÁN NÚÑEZ;03;5;1;3;2;30
00292800;CALLE;DE;FERNANDEZ CANCELA;FERNÁNDEZ CANCELA;05;5;1;11;2;16
00292900;CALLE;DE;FERNANDEZ CARO;FERNÁNDEZ CARO;15;4;1;39;2;74
00293000;CALLE;DE;FERNANDEZ CID;FERNÁNDEZ CID;08;3;1;33;2;24
00293100;CALLE;DE;FERNANDEZ DE LA HOZ;FERNÁNDEZ DE LA HOZ;07;4;1;47;2;68
00293100;CALLE;DE;FERNANDEZ DE LA HOZ;FERNÁNDEZ DE LA HOZ;07;5;49;63;70;82
00293500;CALLE;DE;FERNANDEZ DE LOS RIOS;FERNÁNDEZ DE LOS RÍOS;07;1;53;95;60;112
00293500;CALLE;DE;FERNANDEZ DE LOS RIOS;FERNÁNDEZ DE LOS RÍOS;07;2;1;51;2;58
00002406;CALLE;DE;FERNANDEZ DE NAVARRETE;FERNÁNDEZ DE NAVARRETE;20;7;1;21;2;12
00293400;CALLE;DE;FERNANDEZ DE OVIEDO;FERNÁNDEZ DE OVIEDO;05;3;1;17;2;22
00293200;PLAZA;DE;FERNANDEZ LADREDA;FERNÁNDEZ LADREDA;11;2;5;5;-;-
00293200;PLAZA;DE;FERNANDEZ LADREDA;FERNÁNDEZ LADREDA;11;7;3;3;-;-
00293200;PLAZA;DE;FERNANDEZ LADREDA;FERNÁNDEZ LADREDA;12;6;-;-;2;2
00293300;CALLE;DE;FERNANDEZ LLAMAZARES;FERNÁNDEZ LLAMAZARES;16;3;1;27;2;38
00293700;CALLE;DE;FERNANDEZ SILVESTRE;FERNÁNDEZ SILVESTRE;05;6;1;5;4;6
31000500;CALLE;DE;FERNANDO CHUECA GOITIA;FERNANDO CHUECA GOITIA;18;1;9;25;8;74
31000092;CALLE;DE;FERNANDO DE ROJAS;FERNANDO DE ROJAS;16;6;1;1;10;10
00294050;CALLE;DE;FERNANDO DELGADO;FERNANDO DELGADO;11;4;3;13;2;8
00294100;CALLE;DE;FERNANDO DIAZ DE MENDOZA;FERNANDO DÍAZ DE MENDOZA;11;1;1;71;2;54
00294000;CALLE;DE;FERNANDO EL CATOLICO;FERNANDO EL CATÓLICO;07;1;45;77;36;88
00294000;CALLE;DE;FERNANDO EL CATOLICO;FERNANDO EL CATÓLICO;07;2;1;35;2;34
00295300;CALLE;DE;FERNANDO EL SANTO;FERNANDO EL SANTO;07;4;1;29B;2;26
00294200;CALLE;DE;FERNANDO GABRIEL;FERNANDO GABRIEL;15;2;1;21;2;20B
00294250;CALLE;DE;FERNANDO GARRIDO;FERNANDO GARRIDO;07;2;1;13;2;18
00294300;CALLE;DE;FERNANDO GIRALDEZ;FERNANDO GIRÁLDEZ;13;6;1;55;2;34
00294500;CALLE;DE;FERNANDO GONZALEZ;FERNANDO GONZÁLEZ;11;2;1;17;2;22
31001731;CALLE;DE;FERNANDO HIGUERAS;FERNANDO HIGUERAS;16;6;1;5;2;2
31001731;CALLE;DE;FERNANDO HIGUERAS;FERNANDO HIGUERAS;21;4;11;105;-;-
31000657;CALLE;DE;FERNANDO LAZARO CARRETER;FERNANDO LÁZARO CARRETER;09;7;23;55;4;12
00294600;CALLE;DE;FERNANDO MIJARES;FERNANDO MIJARES;20;7;1;37;2;32
00294600;CALLE;DE;FERNANDO MIJARES;FERNANDO MIJARES;20;8;39;39;34;36
00322200;CALLE;DE;FERNANDO MORA;FERNANDO MORA;11;3;1;19;2;28
00294700;CALLE;DE;FERNANDO ORIOL;FERNANDO ORIOL;09;6;1;19;2;12B
00294750;CALLE;DE;FERNANDO ORTIZ;FERNANDO ORTIZ;12;2;1;11;2;2
00294800;CALLE;DE;FERNANDO OSSORIO;FERNANDO OSSORIO;06;1;1;9;2;6
00294900;CALLE;DE;FERNANDO PASTOR;FERNANDO PASTOR;13;6;1;7;2;12
00000734;CALLE;DE;FERNANDO PESSOA;FERNANDO PESSOA;15;5;1;5;2;6
00295000;CALLE;DE;FERNANDO POO;FERNANDO POO;02;3;1;43;2;54
00295400;CALLE;DE;FERNANDO VI;FERNANDO VI;01;4;1;31;2;16
00002348;CALLE;DE;FERNANDO VII;FERNANDO VII;20;1;1;25;-;-
31000663;CALLE;DE;FERNANDO VIZCAINO CASAS;FERNANDO VIZCAÍNO CASAS;09;7;1;19;2;16
00295500;CALLE;DE;FERNANFLOR;FERNANFLOR;01;3;1;1;2;10
00295600;CALLE;DE;FERRAZ;FERRAZ;09;1;1;1;-;-
00295600;CALLE;DE;FERRAZ;FERRAZ;09;2;3;85;2;124
00295700;CALLE;DE;FERREIRA;FERREIRA;11;2;1;3;6;6
00295800;CALLE;DE;FERRER DEL RIO;FERRER DEL RÍO;04;4;1;37;2;44
00295900;CALLE;DE LA;FERRETERIA;FERRETERÍA;20;3;1;3;2;8
00296000;CALLE;DEL;FERROCARRIL;FERROCARRIL;02;5;1;43;-;-
00296000;CALLE;DEL;FERROCARRIL;FERROCARRIL;02;6;-;-;2;44
00361940;CALLE;DEL;FERROCARRIL DEL TAJUÑA;FERROCARRIL DEL TAJUÑA;19;1;1;1;6;10
00296300;CALLE;DE LOS;FERROVIARIOS;FERROVIARIOS;12;4;25;103;26;116
00296300;CALLE;DE LOS;FERROVIARIOS;FERROVIARIOS;12;5;1;23;2;22
00296400;PASEO;DE LOS;FERROVIARIOS;FERROVIARIOS;17;1;3;71A;10;10
00296700;CALLE;DE;FIDIAS;FIDIAS;10;2;1;31;2;20
00296800;CALLE;DE;FIGUERAS;FIGUERAS;13;5;1;13;-;-
00296900;CALLE;DE;FILADELFIA;FILADELFIA;20;7;1;13;2;12
00297025;AVENIDA;DE;FILIPINAS;FILIPINAS;07;6;1;11;2;54
00297000;CALLE;DE;FILIPINAS;FILIPINAS;05;5;1;7;2;8
00000776;AVENIDA;;FIN DE SEMANA;FIN DE SEMANA;20;6;1;7;2;6
31001751;CALLE;DE;FINA DE CALDERON;FINA DE CALDERÓN;16;6;5;25;8;68
00297250;CALLE;DE;FINISTERRE;FINISTERRE;08;5;3;35;2;52
00002459;CALLE;DE;FINLANDIA;FINLANDIA;20;5;-;-;2;10
00297300;CALLE;DE;FITERO;FITERO;12;3;1;39B;2;42
00297400;CALLE;DE;FIVE;FIVÉ;05;5;1;3;2;6
00297500;CALLE;DEL;FLAMISELL;FLAMISELL;09;3;1;9;2;16
00002617;CALLE;DE;FLANDES;FLANDES;14;2;1;7;2;8
31000351;CALLE;DE LAS;FLAUTAS;FLAUTAS;10;6;11;13;10;54
00297600;CALLE;DE LA;FLECHA;FLECHA;05;3;1;13;2;12
00297700;CALLE;DE LA;FLOR ALTA;FLOR ALTA;01;5;1;3;2;10
00297800;CALLE;DE LA;FLOR BAJA;FLOR BAJA;01;1;1;11;2;8
00297900;CALLE;DE LA;FLOR DE LIS;FLOR DE LIS;06;4;1;3;2;8
31000855;CALLE;DE LA;FLOR DEL CORAL;FLOR DEL CORAL;10;4;1;1;2;2
00298000;CALLE;DE LA;FLORA;FLORA;01;6;1;5;2;6
31000009;CALLE;DE;FLORA TRISTAN;FLORA TRISTÁN;17;4;1;5;2;14
00002623;CALLE;DE;FLORENCIA;FLORENCIA;14;1;1;1;2;30
31000594;CALLE;DE;FLORENCIA PINAR;FLORENCIA PINAR;08;7;1;1;-;-
00000960;CALLE;DE;FLORENCIO CANO CRISTOBAL;FLORENCIO CANO CRISTÓBAL;14;3;1;11;2;14
00001169;CALLE;DE;FLORENCIO CASTILLO;FLORENCIO CASTILLO;16;2;3;31;2;60
00298050;CALLE;DE;FLORENCIO DIAZ;FLORENCIO DÍAZ;04;3;1;5;-;-
00298100;CALLE;DE;FLORENCIO GARCIA;FLORENCIO GARCÍA;15;3;1;77;2;76
00298200;CALLE;DE;FLORENCIO LLORENTE;FLORENCIO LLORENTE;15;3;1;29;2;22
00298300;CALLE;DE;FLORENCIO RODRIGUEZ;FLORENCIO RODRÍGUEZ;09;7;1;9;2;2
00298400;CALLE;DE;FLORENCIO SANZ;FLORENCIO SANZ;11;4;1;23;2;26
00298500;CALLE;DE;FLORENTINO GASCON;FLORENTINO GASCÓN;16;4;1;7;2;8
00000715;RONDA;DE LAS;FLORES;FLORES;09;7;1;67;8;8
00298800;CALLE;DE;FLORESTAN AGUILAR;FLORESTAN AGUILAR;04;4;1;13;2;4
00298900;PASEO;DE LA;FLORIDA;FLORIDA;09;1;1;59;2;34
00299000;TRAVESIA;DE LA;FLORIDA;FLORIDA;01;4;1;1;2;2
31000248;CALLE;DEL;FLORIN;FLORÍN;11;6;1;5;-;-
00599101;CALLE;DE LA;FLUORITA;FLUORITA;09;7;1;23;2;24
00000720;CALLE;DE;FOBOS;FOBOS;14;3;1;23;2;4
00327401;CALLE;DE LA;FOCHA;FOCHA;09;7;1;17;2;20
00299200;CALLE;DE;FOMENTO;FOMENTO;01;1;1;37;2;42
00002291;CALLE;DE;FOMPEDRAZA;FOMPEDRAZA;16;3;-;-;2;36
00001906;CALLE;DE;FONDON;FONDÓN;16;5;1;3;2;6
00299275;PLAZA;DE;FONSAGRADA;FONSAGRADA;08;4;1;9;2;10
00299300;CALLE;DE LA;FONTANERIA;FONTANERÍA;16;2;9;25;2;28
00299450;CALLE;DE;FONTIVEROS;FONTIVEROS;11;4;1;11;4;16
00002317;CALLE;DE LA;FORESTA;FORESTA;08;6;11;27;2;12
00299550;CALLE;DE;FORGES;FORGES;19;1;-;-;2;14
00299550;CALLE;DE;FORGES;FORGES;19;2;1;23;-;-
00299575;CALLE;DE LAS;FORJAS;FORJAS;19;1;1;37;4;6
00299600;CALLE;DE;FORMENT;FORMENT;15;4;3;43;6;38
31000461;CALLE;DE;FORMIGAL;FORMIGAL;09;5;1;11P;2;14
00299700;CALLE;DE;FORNILLOS;FORNILLOS;12;6;3;7;2;58
00299800;CALLE;DE LA;FORNITURA;FORNITURA;20;3;-;-;2;14
00299850;CALLE;DE;FORONDA;FORONDA;08;6;1;9;2;8
00001826;CALLE;DE LA;FORSITIA;FORSITIA;11;6;1;25;2;16
00299900;CALLE;DE LA;FORTALEZA;FORTALEZA;08;1;1;79;2;4
00300000;CALLE;DEL;FORTIN;FORTÍN;08;1;1;7;2;8
00300102;CALLE;DE LA;FORTUNA;FORTUNA;10;2;1;23;12;44
00300300;CALLE;DE;FORTUNY;FORTUNY;07;4;1;53;2;36
00300400;CALLE;DEL;FOSFORO;FÓSFORO;02;1;1;5;2;8
00300500;CALLE;DEL;FOSIL;FÓSIL;12;2;3;3;2;2
00300600;CALLE;DE LA;FOTOGRAFIA;FOTOGRAFÍA;20;3;1;13;2;8
00002862;CALLE;;FOXTROT;FOXTROT;21;2;1;5;2;4
00300700;CALLE;DE;FRAGA;FRAGA;20;7;1;5D;2;8
00300800;CALLE;DE LA;FRAGATA;FRAGATA;11;3;1;33;2;30
00301100;CALLE;DE LAS;FRAGUAS;FRAGUAS;21;3;1;37C;2;38
00301200;CALLE;DE LA;FRAMBUESA;FRAMBUESA;11;6;-;-;2;8
00002463;CALLE;DE;FRANCFORT;FRANCFORT;20;5;9;17;4;12
00301500;CALLE;DE;FRANCISCA ARMADA;FRANCISCA ARMADA;10;1;1;47;2;42
00301600;CALLE;DE;FRANCISCA CALONGE;FRANCISCA CALONGE;06;5;1;13;2;16
00301700;CALLE;DE;FRANCISCA CONDE;FRANCISCA CONDE;06;5;1;11;4;12
31000211;CALLE;DE;FRANCISCA DE TORRES CATALAN;FRANCISCA DE TORRES CATALÁN;19;2;-;-;2;24
00301800;CALLE;DE;FRANCISCA MORENO;FRANCISCA MORENO;04;2;1;7;2;8
00301900;PLAZA;DE;FRANCISCA PACHECO;FRANCISCA PACHECO;11;7;-;-;2;4
00302100;PLAZA;DE LOS;FRANCISCANOS;FRANCISCANOS;10;3;1;3;2;2
00302300;CALLE;DE;FRANCISCO ABRIL;FRANCISCO ABRIL;03;2;1;17;2;14
00302500;CALLE;DE;FRANCISCO ALCANTARA;FRANCISCO ALCÁNTARA;05;1;1;21;4;24
00302700;CALLE;DE;FRANCISCO ALTIMIRAS;FRANCISCO ALTIMIRAS;04;4;7;37;2;26
00726300;CALLE;DE;FRANCISCO ALVAREZ;FRANCISCO ÁLVAREZ;18;1;55;69;2;96D
00302800;CALLE;DE;FRANCISCO ANDRES;FRANCISCO ANDRÉS;09;4;1;5;2;8
00303000;CALLE;DE;FRANCISCO BALSEIRO;FRANCISCO BALSEIRO;06;1;1;1;2;2
00000943;GLORIETA;DE;FRANCISCO BAYEU Y SUBIAS;FRANCISCO BAYEU Y SUBÍAS;08;3;1;1;-;-
00303300;CALLE;DE;FRANCISCO BRIZUELA;FRANCISCO BRIZUELA;10;2;1;13;2;12
00303500;CALLE;DE;FRANCISCO CABO;FRANCISCO CABO;06;4;1;17;2;18
00303600;CALLE;DE;FRANCISCO CAMPOS;FRANCISCO CAMPOS;05;1;9;35;10;28
31003598;PLAZA;DE;FRANCISCO DE ASIS CABRERO;FRANCISCO DE ASÍS CABRERO;16;6;1;7;6;6
00302900;CALLE;DE;FRANCISCO DE ASIS MENDEZ CASARIEGO;FRANCISCO DE ASÍS MÉNDEZ CASARIEGO;05;1;1;7;4;4
00303700;CALLE;DE;FRANCISCO DE DIEGO;FRANCISCO DE DIEGO;09;3;1;45;2;46D
00304900;CALLE;DE;FRANCISCO DE ICAZA;FRANCISCO DE ICAZA;11;7;1;17;2;12
00304000;CALLE;DE;FRANCISCO DE LA FUENTE;FRANCISCO DE LA FUENTE;18;1;1;11;2;16
00000833;GLORIETA;DE;FRANCISCO DE LAS CABEZAS;FRANCISCO DE LAS CABEZAS;20;8;1;3M;2;4
00308800;CALLE;DE;FRANCISCO DE ROJAS;FRANCISCO DE ROJAS;07;3;1;13;2;14
00310400;CALLE;DE;FRANCISCO DE TEJADA;FRANCISCO DE TEJADA;10;2;1;1;2;2
00307800;CALLE;DE;FRANCISCO DEL PINO;FRANCISCO DEL PINO;17;4;1;49;12;42
00308000;CALLE;DE;FRANCISCO DEL POZO;FRANCISCO DEL POZO;08;6;1;19;4;6
00303900;CALLE;DE;FRANCISCO FATOU;FRANCISCO FATOU;18;1;1;15;2;26
00002325;GLORIETA;DE;FRANCISCO FERNANDEZ ORDOÑEZ;FRANCISCO FERNÁNDEZ ORDOÑEZ;16;3;-;-;4;4
00304100;CALLE;DE;FRANCISCO GARCIA;FRANCISCO GARCÍA;11;4;1;19;2;16
