COD_VIA;VIA_CLASE;VIA_PAR;VIA_NOMBRE;VIA_NOMBRE_ACENTOS;DISTRITO;BARRIO;IMPAR_MIN;IMPAR_MAX;PAR_MIN;PAR_MAX
00424300;CALLE;DE;JULIO DANVILA;JULIO DANVILA;15;9;1;13;2;12
00424300;CALLE;DE;JULIO DANVILA;JULIO DANVILA;16;5;15;15;14;28
00424400;CALLE;DE;JULIO DOMINGO;JULIO DOMINGO;11;2;1;35;2;34
00424450;CALLE;DE;JULIO LOPEZ;JULIO LÓPEZ;05;2;1;13;2;14
00424500;CALLE;DE;JULIO MERINO;JULIO MERINO;12;4;1;25;2;28
00424600;CALLE;DE;JULIO MONTERO;JULIO MONTERO;08;6;1;37;2;30
00424700;TRAVESIA;DE;JULIO MONTERO;JULIO MONTERO;08;6;1;5;2;8
00424900;CALLE;DE;JULIO NOMBELA;JULIO NOMBELA;07;2;1;1;2;2
00424901;CALLE;DE;JULIO PALACIOS;JULIO PALACIOS;08;5;1;57;2;26
00424950;CALLE;DE;JULIO REY PASTOR;JULIO REY PASTOR;03;6;1;3;2;8
00425250;CALLE;DEL;JUNCO;JUNCO;17;1;3;7;-;-
00425400;CALLE;DE;JUNIO;JUNIO;20;6;1;67;2;74
00425700;CALLE;DE;JUPITER;JÚPITER;21;3;1;33;2;22
00425800;CALLE;DE;JUSTA GARCIA;JUSTA GARCÍA;12;7;1;19;2;22
00426000;CALLE;DE;JUSTINA DE LA FUENTE;JUSTINA DE LA FUENTE;18;1;1;5;2;6
00426100;CALLE;DE;JUSTINIANO;JUSTINIANO;01;4;1;9;2;14
00426300;CALLE;DE;JUSTO MARTINEZ;JUSTO MARTÍNEZ;15;7;1;11;2;12
00001848;PLAZA;DE LA;JUVENTUD;JUVENTUD;19;2;1;7;2;8
31000284;CALLE;DE;KANT;KANT;08;8;1;3;2;2
31000295;CALLE;DE;KELSEN;KELSEN;08;8;1;5;-;-
00000876;CALLE;DE LA;KENTIA;KENTIA;02;7;3;7;4;6
31000290;CALLE;DE;KEYNES;KEYNES;08;8;-;-;2;2
31001346;CALLE;;KILO;KILO;21;2;-;-;10;10
31000024;CALLE;DEL;KRIPTON;KRIPTÓN;17;3;1;9;2;12
31001281;CALLE;DE;LA ACEBEDA;LA ACEBEDA;17;1;1;59;2;40
31000518;CALLE;DE;LA ADRADA;LA ADRADA;18;1;1;33;2;30
00016600;CALLE;DE;LA ALBERCA DE ZANCARA;LA ALBERCA DE ZÁNCARA;11;5;1;9;2;20
00017000;CALLE;DE;LA ALBERICIA;LA ALBERICIA;20;4;-;-;18;38
00426655;CALLE;DE;LA ALEGRIA DE LA HUERTA;LA ALEGRÍA DE LA HUERTA;17;5;1;43;2;28
00034200;PLAZA;DE;LA ALMUNIA;LA ALMUNIA;10;1;43;45;44;46
00091000;CALLE;DE;LA BAÑA;LA BAÑA;21;5;7;13;2;6
00091050;CALLE;DE;LA BAÑEZA;LA BAÑEZA;08;3;39;43C;40;44
00091050;CALLE;DE;LA BAÑEZA;LA BAÑEZA;08;4;1;37;2;40
00107400;PASAJE;DE;LA BISBAL;LA BISBAL;04;3;1;7;2;12
00001935;CALLE;DE;LA CABRERA;LA CABRERA;08;3;9;33;2;2
31001269;CALLE;DE;LA CALESERA;LA CALESERA;17;5;1;1;2;2
00426660;CALLE;DE;LA CANCION DEL OLVIDO;LA CANCIÓN DEL OLVIDO;17;5;1;55;2;58
00147550;PLAZA;DE;LA CAROLINA;LA CAROLINA;08;3;1;23;2;24
00002226;CALLE;DE;LA CENICIENTA;LA CENICIENTA;13;3;1;15;2;12
00426680;CALLE;DE;LA CHULAPONA;LA CHULAPONA;17;5;1;3;2;8
00426675;CALLE;DE;LA CORTE DE FARAON;LA CORTE DE FARAÓN;17;5;1;35;2;26
00216300;CALLE;DE;LA CORUÑA;LA CORUÑA;06;2;1;37;2;28B
00426685;CALLE;DE;LA DEL MANOJO DE ROSAS;LA DEL MANOJO DE ROSAS;17;5;1;97;2;122
00426690;CALLE;DE;LA DEL SOTO DEL PARRAL;LA DEL SOTO DEL PARRAL;17;5;1;65;2;14
00002217;CALLE;DE;LA DILIGENCIA;LA DILIGENCIA;13;3;1;19N;2;32
00426695;CALLE;DE;LA DOLOROSA;LA DOLOROSA;17;5;1;25;2;22
00269700;CALLE;DE;LA EPOCA;LA ÉPOCA;11;5;1;27;2;26
00270900;CALLE;DE;LA ESCALA;LA ESCALA;13;5;1;23;18;18
00002135;CALLE;DE;LA ESPAÑOLA;LA ESPAÑOLA;15;2;1;11;2;6
00000724;CALLE;DE;LA ESTRADA;LA ESTRADA;08;6;11;13;10;12
31000516;AVENIDA;DE;LA GAVIA;LA GAVIA;18;1;5;91;4;100
31000633;CALLE;DE;LA GRANJA DE SAN ILDEFONSO;LA GRANJA DE SAN ILDEFONSO;18;1;1;39;12;92
00348200;CALLE;DE;LA GUANCHA;LA GUANCHA;15;2;1;1;2;12
00353200;PASEO;DE;LA HABANA;LA HABANA;05;1;1;29;2;58
00353200;PASEO;DE;LA HABANA;LA HABANA;05;4;31;103;60;152
00353200;PASEO;DE;LA HABANA;LA HABANA;05;5;105;189K;164;208C
00001938;CALLE;DE;LA HIRUELA;LA HIRUELA;08;3;1;5;2;8
31000680;CALLE;DE;LA HUERTA DE LOS RUEDA;LA HUERTA DE LOS RUEDA;19;1;29;37;30;46
00371600;CALLE;DE;LA ILIADA;LA ILÍADA;20;5;-;-;2;4
00371600;CALLE;DE;LA ILIADA;LA ILÍADA;20;7;1;39;-;-
00378300;CALLE;DE;LA ISABELA;LA ISABELA;10;7;1;5;2;4
00425600;CALLE;DE;LA JUNQUERA;LA JUNQUERA;20;4;1;11;-;-
00470900;CALLE;DE;LA MARAÑOSA;LA MARAÑOSA;13;3;1;11;2;8
00493300;CALLE;DE;LA MASO;LA MASÓ;08;7;1;103;2;80
00526150;CAMINO;DE;LA MUÑOZA;LA MUÑOZA;21;2;1;7;4;4
00002379;CARRETERA;DE;LA MUÑOZA;LA MUÑOZA;21;2;1;13;20;22
00551900;PLAZA;DE;LA OROTAVA;LA OROTAVA;15;2;1;7;2;6
00571400;CALLE;DE;LA PEDRIZA;LA PEDRIZA;05;3;1;9B;2;18
00582200;CALLE;DE;LA PEÑOTA;LA PEÑOTA;05;3;1;5;2;24
31001270;CALLE;DE;LA PICARA MOLINERA;LA PÍCARA MOLINERA;17;5;1;81;2;72
00001885;CALLE;DE;LA PINILLA;LA PINILLA;09;7;1;93;2;50
00604600;CALLE;DE;LA POVEDA;LA POVEDA;04;4;1;1;2;12
00002426;PASAJE;DE;LA POVEDA;LA POVEDA;14;3;1;1;2;2
00002611;CALLE;DE;LA PROVENZA;LA PROVENZA;14;2;3;3;6;8
31000630;CALLE;DE;LA PUEBLANUEVA;LA PUEBLANUEVA;18;1;5;43;8;44
00624750;CALLE;DE;LA RABIDA;LA RÁBIDA;06;1;5;29;2;28
00633900;CALLE;DE;LA REGALADA;LA REGALADA;03;1;1;9;2;4
00002225;CALLE;DE;LA REINA DE AFRICA;LA REINA DE ÁFRICA;13;3;1;23;2;32
00638300;CALLE;DE;LA REVOLTOSA;LA REVOLTOSA;18;1;3;25;2;36
00641950;CALLE;DE;LA RIOJA;LA RIOJA;21;1;1;107;12;36B
00641915;TRAVESIA;DE;LA RIOJA;LA RIOJA;21;1;1;5;2;6
00002609;CALLE;DE;LA RIVIERA;LA RIVIERA;14;2;1;3;4;4
00642675;CALLE;DE;LA ROBLA;LA ROBLA;16;6;1;49;2;50
00431475;CALLE;DE;LA SALLE;LA SALLE;09;5;1;89;2;96
00001937;CALLE;DE;LA SERNA DEL MONTE;LA SERNA DEL MONTE;08;3;1;7;2;6
31001271;CALLE;DE;LA TABERNERA DEL PUERTO;LA TABERNERA DEL PUERTO;17;5;11;69;2;52
31000369;CALLE;DE;LA TENERIA;LA TENERÍA;19;1;1;1;2;4
00427025;AVENIDA;DE;LA VERBENA DE LA PALOMA;LA VERBENA DE LA PALOMA;17;5;1;43;2;28
00002233;CALLE;DE;LA VIOLETERA;LA VIOLETERA;13;3;1;15;2;12
00806100;CALLE;DE;LA ZUBIA;LA ZUBIA;20;1;-;-;14;14
00427100;CALLE;DE;LABAJOS;LABAJOS;08;6;3;3;2;14
00427150;CALLE;DE;LABASTIDA;LABASTIDA;08;6;1;17;2;18
00001125;AVENIDA;;LABORAL;LABORAL;17;1;1;25;2;14
00427200;CALLE;DEL;LABORATORIO;LABORATORIO;20;4;11;15;2;12
00427300;CALLE;DEL;LABRADOR;LABRADOR;02;2;1;21;2;26
00427500;CALLE;DE LOS;LABRADORES;LABRADORES;20;2;3;11;14;16
00427600;CALLE;DE;LACOMA;LACOMA;08;3;1;19;2;16
00427700;CALLE;DE LA;LADERA;LADERA;06;5;1;11;2;12
00002481;CALLE;DE LA;LADERA DE LOS ALMENDROS;LADERA DE LOS ALMENDROS;19;1;11;45;2;46
00427800;CALLE;DE LA;LAGARTERA;LAGARTERA;13;1;1;37;2;244
00427900;CALLE;DE;LAGARTIJO;LAGARTIJO;16;2;3;9;2;8
00428100;CALLE;DE;LAGASCA;LAGASCA;04;1;1;67;2;80
00428100;CALLE;DE;LAGASCA;LAGASCA;04;6;69;133;82;146
00428100;CALLE;DE;LAGASCA;LAGASCA;05;1;135;135;148;150
00905212;RONDA;DEL;LAGO;LAGO;09;1;1;9;2;6
00428200;CALLE;DEL;LAGO BALATON;LAGO BALATÓN;19;1;1;3;2;8
00000816;CALLE;DEL;LAGO CALAFATE;LAGO CALAFATE;13;5;1;17;2;22
00428300;CALLE;DEL;LAGO COMO;LAGO COMO;19;1;1;7;2;4
00428400;CALLE;DEL;LAGO CONSTANZA;LAGO CONSTANZA;15;1;-;-;2;98
00428400;CALLE;DEL;LAGO CONSTANZA;LAGO CONSTANZA;15;2;1;99;-;-
00428500;CALLE;DEL;LAGO ENARA;LAGO ENARA;19;1;3;13;2;12
00428600;CALLE;DEL;LAGO ERIE;LAGO ERIE;19;1;1;15;2;18
00428700;CALLE;DEL;LAGO ISEO;LAGO ISEO;19;1;1;21;2;20
00428800;CALLE;DEL;LAGO LEMAN;LAGO LEMÁN;19;1;1;13;2;6
00000818;CALLE;DEL;LAGO MARACAIBO;LAGO MARACAIBO;13;5;1;23;2;26
00000821;CALLE;DEL;LAGO MIRIM;LAGO MIRÍM;13;5;1;7;2;8
00000822;CALLE;DEL;LAGO NICARAGUA;LAGO NICARAGUA;13;5;1;23;2;10
00429000;CALLE;DEL;LAGO SALADO;LAGO SALADO;15;2;1;15;2;18
00000823;CALLE;DEL;LAGO SAN MARTIN;LAGO SAN MARTÍN;13;5;1;13;2;12
00429100;CALLE;DEL;LAGO SANABRIA;LAGO SANABRIA;19;1;1;3;2;4
00429200;CALLE;DEL;LAGO TITICACA;LAGO TITICACA;19;1;3;17;2;12
00429500;CALLE;DEL;LAGO VAN;LAGO VAN;19;1;1;29;2;28
00429500;CALLE;DEL;LAGO VAN;LAGO VAN;19;2;31;35;30;30
00429650;CALLE;DE;LAGUARDIA;LAGUARDIA;20;6;1;5;2;4
00429700;CALLE;DE LA;LAGUNA;LAGUNA;10;4;3;79;2;12
00429700;CALLE;DE LA;LAGUNA;LAGUNA;11;4;85;141;14;82
31000409;CALLE;DE;LAGUNA DALGA;LAGUNA DALGA;17;1;5;5;2;38
31000412;CALLE;DE;LAGUNA DE CAMEROS;LAGUNA DE CAMEROS;17;1;1;21;2;8
00000762;CALLE;DE LA;LAGUNA DE LOS PAJAROS;LAGUNA DE LOS PÁJAROS;09;5;1;7;4;8
31000425;CALLE;DE;LAGUNA DE SANTIAGO;LAGUNA DE SANTIAGO;17;5;1;1;-;-
31000410;CALLE;DE;LAGUNA DEL MARQUESADO;LAGUNA DEL MARQUESADO;17;1;11;57;4;50
00430000;CALLE;DE LA;LAGUNA GRANDE;LAGUNA GRANDE;08;7;1;21;2;16
00002610;CALLE;DE LA;LAGUNA NEGRA;LAGUNA NEGRA;14;2;1;15;2;2
31000426;CALLE;DE;LAGUNA RODRIGO;LAGUNA RODRIGO;17;1;7;7;-;-
31000427;CALLE;DE LAS;LAGUNAS DE NEILA;LAGUNAS DE NEILA;17;1;-;-;2;30
00430100;CALLE;DE;LAIN CALVO;LAÍN CALVO;10;2;3;29;2;32
31001254;GLORIETA;DE;LALIN;LALÍN;08;6;-;-;4;4
00430200;CALLE;DE;LAMIACO;LAMIACO;09;6;1;29;2;38
00430225;PASEO;DE LOS;LANCEROS;LANCEROS;10;5;1;7;2;4
00430500;CALLE;DE;LANJARON;LANJARÓN;12;2;1;11;2;12
00430600;CALLE;DE;LANUZA;LANUZA;04;3;1;25;2;20
00430700;CALLE;DE LA;LANZADA;LANZADA;09;1;1;39;2;34
00430800;CALLE;DE;LANZAHITA;LANZAHITA;09;3;1;5;2;10
00002608;CALLE;DE;LAPONIA;LAPONIA;14;2;1;33;2;6
00001824;CALLE;DEL;LARANGO;LARANGO;10;7;1;1;2;2
00430850;CALLE;DE;LARDERO;LARDERO;19;2;1;11;2;4
00430900;CALLE;DE;LAREDO;LAREDO;11;4;1;7;2;6
00431200;CALLE;DE;LARRA;LARRA;01;4;1;23;6;18
31000697;CALLE;DE;LAS CAMAS;LAS CAMAS;17;3;1;5;2;6
31001598;AVENIDA;DE;LAS FUERZAS ARMADAS;LAS FUERZAS ARMADAS;16;6;1;5;10;322
31001598;AVENIDA;DE;LAS FUERZAS ARMADAS;LAS FUERZAS ARMADAS;21;4;9;17;400;404
00326000;CALLE;DE;LAS GARDENIAS;LAS GARDENIAS;06;5;1;15;2;14
00494600;CALLE;DE;LAS MATAS;LAS MATAS;06;6;1;37;2;22
00523300;CALLE;DE;LAS MORERAS;LAS MORERAS;13;6;1;9;2;16
00531000;CALLE;DE;LAS NAVAS;LAS NAVAS;06;5;1;13;2;12
31001284;CALLE;DE;LAS NAVAS DE BUITRAGO;LAS NAVAS DE BUITRAGO;17;1;13;13;24;52E
00575650;CALLE;DE;LAS PEDROÑERAS;LAS PEDROÑERAS;16;3;1;41;2;50
31000563;CALLE;DE;LAS PIEDRAS;LAS PIEDRAS;19;1;11;11;-;-
31000676;CALLE;DE;LAS SANTERAS;LAS SANTERAS;19;1;1;55;40;40
31000503;AVENIDA;DE;LAS SUERTES;LAS SUERTES;18;1;13;97;12;110
00431500;CALLE;DE;LASARTE;LASARTE;09;6;1;19;2;22
00002389;CALLE;DE LA;LATINA;LATINA;10;3;1;43;2;28B
00431600;CALLE;DE LOS;LATONEROS;LATONEROS;01;6;1;5;2;12
00000749;CALLE;DEL;LAUD;LAÚD;15;9;1;1;2;6
00431700;CALLE;DE;LAUREANO LEONOR;LAUREANO LEONOR;11;3;1;7;2;6
00431800;CALLE;DEL;LAUREL;LAUREL;02;2;1;39;2;18
00431900;CALLE;DE;LAURIN;LAURÍN;16;3;37;65B;34;68
00432100;CAMINO;DEL;LAVADERO;LAVADERO;09;5;17;19;2;16
31000373;CALLE;DEL;LAVADERO VIEJO;LAVADERO VIEJO;19;1;1;1;2;2
00760190;CALLE;DE LA;LAVANDA;LAVANDA;16;6;1;67;2;64
31000374;CALLE;DE LAS;LAVANDERAS;LAVANDERAS;19;1;1;1;2;10
00432200;CALLE;DE;LAVAPIES;LAVAPIÉS;01;2;1;55;2;56
00432300;PLAZA;DE;LAVAPIES;LAVAPIÉS;01;2;1;9;2;10
00432400;CALLE;DE;LAVIANA;LAVIANA;20;1;1;9;2;16
31000288;CALLE;DE;LAVOISIER;LAVOISIER;08;8;1;1;2;4
00432500;CALLE;DE;LAZAGA;LAZAGA;06;2;1;1;2;4
00432500;CALLE;DE;LAZAGA;LAZAGA;06;3;3;27;6;24
00432550;CALLE;DE;LAZCANO;LAZCANO;17;5;1;11;2;10
00432600;CALLE;DEL;LAZO;LAZO;01;1;1;5;2;6
00432700;PLAZA;DE LA;LEALTAD;LEALTAD;01;3;-;-;6;6
00432700;PLAZA;DE LA;LEALTAD;LEALTAD;03;5;1;5;2;4
31001755;CALLE;DE;LEANDRO SILVA;LEANDRO SILVA;16;6;9;29;10;34
00432900;CALLE;DE LOS;LEBRELES;LEBRELES;11;6;1;13;2;18
00432901;CALLE;DEL;LEBRILLO;LEBRILLO;09;7;1;15;2;4
00433000;CALLE;DE LA;LECHUGA;LECHUGA;01;6;1;5;2;6
00433100;CALLE;DE;LECUMBERRI;LECUMBERRI;12;3;1;55;2;52
00433200;CALLE;DE;LEDESMA;LEDESMA;15;1;3;33;10;50
00433300;CALLE;DE;LEGANES;LEGANÉS;02;7;11;11;10;10
00433400;CAMINO;DE;LEGANES;LEGANÉS;17;1;1;53;2;38
00433700;TRAVESIA;DE;LEGANES;LEGANÉS;17;1;1;13;-;-
00433800;CALLE;DE;LEGANITOS;LEGANITOS;01;1;1;47;2;32
00434000;PLAZA;DE;LEGAZPI;LEGAZPI;02;3;9;9;8;8
00434000;PLAZA;DE;LEGAZPI;LEGAZPI;02;4;3;7;-;-
00434000;PLAZA;DE;LEGAZPI;LEGAZPI;02;5;1;1A;2;2B
00002175;AVENIDA;DE;LEGAZPI MERCAMADRID;LEGAZPI MERCAMADRID;18;1;1;13;2;14
00434100;CALLE;DEL;LEGIONARIO POETA QUEIXA;LEGIONARIO POETA QUEIXA;11;3;1;15;2;10
31000291;CALLE;DE;LEIBNIZ;LEIBNIZ;08;8;1;1;2;2
00434200;CALLE;DE;LEIRA;LEIRA;16;3;1;45;2;46
00434300;CALLE;DE;LEIRIA;LEIRIA;11;7;-;-;2;14
31000462;CALLE;DE;LEITARIEGOS;LEITARIEGOS;09;5;1;15;-;-
00434500;CALLE;DE;LEIZA;LEIZA;12;1;1;149;2;142
00434600;CALLE;DEL;LEIZARAN;LEIZARÁN;05;1;1;33;2;24B
00434650;CALLE;DE;LELE DEL POZO;LELE DEL POZO;13;1;3;37;2;38
00434800;CALLE;DE LOS;LENCEROS;LENCEROS;20;3;1;17;2;16
00434900;CALLE;DE LAS;LENGUAS;LENGUAS;17;1;1;29;2;24
00905668;CAMINO;DE LA;LEÑA;LEÑA;18;1;3;21;2;66
00434998;CALLE;DE LOS;LEÑEROS;LEÑEROS;06;1;1;39;2;60
00435100;CALLE;DE;LEO;LEO;03;3;3;9;2;2B
00435300;CALLE;DEL;LEON;LEÓN;01;3;1;39;2;32
00435400;CALLE;DE;LEON BONNAT;LEÓN BONNAT;04;3;1;13;2;14
00435410;CALLE;DE;LEON FELIPE;LEÓN FELIPE;13;4;1;3;2;20
00435425;CALLE;DE;LEON GIL DE PALACIO;LEÓN GIL DE PALACIO;03;1;1;5;2;2
00435500;CALLE;DE;LEON PINELO;LEÓN PINELO;10;2;1;3;-;-
00435650;CALLE;DE;LEON V DE ARMENIA;LEÓN V DE ARMENIA;10;4;1;21;2;18
31000213;CALLE;DE;LEONARDO PRIETO CASTRO;LEONARDO PRIETO CASTRO;09;3;1;1;2;8
00435700;CALLE;DE;LEONCIO BAUTISTA;LEONCIO BAUTISTA;11;3;1;11;2;16
00435750;CALLE;DE LOS;LEONESES;LEONESES;13;4;15;23;4;6
31000086;CALLE;DE;LEONOR DE AUSTRIA;LEONOR DE AUSTRIA;16;6;19;19;2;2
00435751;CALLE;DE;LEONOR DE LA VEGA;LEONOR DE LA VEGA;02;1;1;11;2;10
00435800;CALLE;DE;LEONOR GONGORA;LEONOR GÓNGORA;17;4;3;45;2;66
00435900;CALLE;DE;LEONOR GONZALEZ;LEONOR GONZÁLEZ;13;6;1;53;2;40
31000595;CALLE;DE;LEONOR LOPEZ DE CORDOBA;LEONOR LÓPEZ DE CÓRDOBA;08;7;1;1;2;2
00436050;CALLE;DE;LEOPOLDO ALAS CLARIN;LEOPOLDO ALAS CLARÍN;08;3;1;55;2;10
00436100;CALLE;DE;LEOVIGILDO;LEOVIGILDO;11;3;1;43;2;40
00436200;CALLE;DE;LEPANTO;LEPANTO;01;1;-;-;2;6
00436300;CALLE;DE;LEQUEITIO;LEQUEITIO;09;6;1;11;2;8
00436400;CALLE;DEL;LEREZ;LÉREZ;05;1;1;9;2;4
00436500;CALLE;DE;LERIDA;LÉRIDA;06;2;1;69;4;68
00436500;CALLE;DE;LERIDA;LÉRIDA;06;3;71;103;70;98
00436800;CALLE;DE;LESACA;LESACA;12;1;1;179;2;50
31001838;PLAZA;DE LAS;LETRAS;LETRAS;01;3;1;5;-;-
00436900;CALLE;DE LAS;LETRILLAS;LETRILLAS;20;4;1;11;-;-
00437100;AVENIDA;DEL;LEVANTE;LEVANTE;05;4;1;51;-;-
00437000;CALLE;DEL;LEVANTE;LEVANTE;05;6;1;29;2;40
00437225;CALLE;DE;LEZAMA;LEZAMA;08;6;1;27;2;24
00437250;CALLE;DE;LEZO;LEZO;17;5;1;9;2;12
00437300;CALLE;DE LA;LIBERACION;LIBERACIÓN;16;4;1;47;2;16
00437400;CALLE;DE LA;LIBERTAD;LIBERTAD;01;4;1;39;2;34
00437450;CALLE;DE;LIBRA;LIBRA;09;7;1;51;2;20
00437500;CALLE;DE LOS;LIBREROS;LIBREROS;01;5;1;9;2;18
00437600;CALLE;DEL;LICENCIADO VIDRIERA;LICENCIADO VIDRIERA;13;2;1;21;4;20
00437650;CALLE;DEL;LICEO;LICEO;16;2;3;3;2;4
00437655;PLAZA;DEL;LICEO;LICEO;16;2;1;5;-;-
00437655;PLAZA;DEL;LICEO;LICEO;16;3;7;9;6;8
00437800;CALLE;DEL;LIDO;LIDO;16;2;5;27;4;30
00437900;CALLE;DE LA;LIEBRE;LIEBRE;16;3;1;45;2;42
00438000;CALLE;DEL;LIGNITO;LIGNITO;17;1;1;1;4;4
00002819;CALLE;DE;LIGONDE;LIGONDE;08;6;1;19;2;4O
00438100;CALLE;DE LA;LIGULA;LÍGULA;05;4;-;-;2;34
00438200;CALLE;DE LAS;LILAS;LILAS;05;5;1;13;2;14
00438250;CALLE;DE;LILLO;LILLO;17;5;1;7;2;50
00438400;CALLE;DEL;LIMON;LIMÓN;01;5;1;29;2;34
00438500;CALLE;DEL;LIMONERO;LIMONERO;06;3;7;49;12;42
00002883;CALLE;DE LA;LIMONITA;LIMONITA;17;3;1;11;2;16
00438600;CALLE;DE;LINARES;LINARES;11;4;1;31;4;22
00438700;PASAJE;DEL;LINCE;LINCE;03;3;-;-;2;8
00438900;CALLE;DE;LINNEO;LINNEO;02;1;1;39;2;40
00439000;CALLE;DEL;LINO;LINO;06;3;1;17;2;22
00439100;CALLE;DE LA;LIRA;LIRA;03;3;1;23;2;16
00439300;CALLE;DE LOS;LIRIOS;LIRIOS;05;4;1;15;2;16
00439400;CALLE;DE;LISBOA;LISBOA;09;2;1;3B;2;10
00439500;CALLE;DE;LITAGO;LITAGO;17;1;1;1;2;2
31001893;CALLE;DEL;LITIO;LITIO;02;4;1;3;2;2
00439650;CALLE;DE;LITOS;LITOS;17;5;1;23;4;16
00000948;CALLE;DE;LITUANIA;LITUANIA;14;4;1;7;2;8
00002438;CALLE;DE;LIVERPOOL;LIVERPOOL;20;5;1;9;-;-
00450300;CALLE;DE;LLANES;LLANES;20;1;3;17;2;18
00450350;AVENIDA;DEL;LLANO CASTELLANO;LLANO CASTELLANO;08;6;1;51;2;32
00450500;CALLE;DE LOS;LLANOS DE ESCUDERO;LLANOS DE ESCUDERO;15;2;1;71;2;52
00450600;CALLE;DE;LLANSA;LLANSA;13;5;1;11;-;-
00450675;CALLE;DE;LLODIO;LLODIO;08;6;1;7;2;6
00439700;CALLE;DE;LODOSA;LODOSA;12;3;1;7A;2;36
00439800;CALLE;DE;LOECHES;LOECHES;09;1;1;7;2;8
00439900;AVENIDA;DE;LOGROÑO;LOGROÑO;16;1;1;45;2;30
00439900;AVENIDA;DE;LOGROÑO;LOGROÑO;21;1;-;-;32;78
00439900;AVENIDA;DE;LOGROÑO;LOGROÑO;21;2;-;-;80;80
00439900;AVENIDA;DE;LOGROÑO;LOGROÑO;21;3;-;-;88;224
00439900;AVENIDA;DE;LOGROÑO;LOGROÑO;21;4;303;395;-;-
00439900;AVENIDA;DE;LOGROÑO;LOGROÑO;21;5;177;285;-;-
00440000;CALLE;DE;LOGROSAN;LOGROSÁN;10;7;-;-;2;26
00440100;CALLE;DE;LOJA;LOJA;12;2;1;11;2;12
31000600;CALLE;DE;LOLA FLORES;LOLA FLORES;20;6;1;33;2;36
00440150;CALLE;DE;LOLA MEMBRIVES;LOLA MEMBRIVES;11;2;1;13B;2;12
00440200;CALLE;DE LA;LOMA;LOMA;07;6;1;11;2;8
00000764;CALLE;DE LA;LOMA DE LOS BAILANDEROS;LOMA DE LOS BAILANDEROS;09;5;1;5;2;12
00440500;CALLE;DE LAS;LOMAS DE HORCAJO;LOMAS DE HORCAJO;13;2;1;7;2;4
00440600;CALLE;DE;LOMBIA;LOMBÍA;04;2;1;11;2;18
00440700;CALLE;DE;LONDRES;LONDRES;04;4;1;67;2;60
00440750;CALLE;DE;LONGARES;LONGARES;20;5;1;55;2;52
00440760;TRAVESIA;DE;LONGARES;LONGARES;20;5;-;-;2;18A
31000171;CALLE;DE LA;LONJA DE LA SEDA;LONJA DE LA SEDA;11;6;17;43;4;32
00440770;CALLE;DE;LOPE DE HARO;LOPE DE HARO;06;6;1;25;2;38
00440900;CALLE;DE;LOPE DE RUEDA;LOPE DE RUEDA;03;4;23;59;24;64
00440900;CALLE;DE;LOPE DE RUEDA;LOPE DE RUEDA;04;2;1;21;2;22
00441000;CALLE;DE;LOPE DE VEGA;LOPE DE VEGA;01;3;1;51;2;40
00441100;CALLE;DE;LOPEZ DE ARANDA;LÓPEZ DE ARANDA;15;3;-;-;2;18
00441100;CALLE;DE;LOPEZ DE ARANDA;LÓPEZ DE ARANDA;15;4;1;15;-;-
00441100;CALLE;DE;LOPEZ DE ARANDA;LÓPEZ DE ARANDA;20;8;17;37;22;54
00001425;TRAVESIA;DE;LOPEZ DE ARANDA;LÓPEZ DE ARANDA;20;8;1;7;2;6
00441300;CALLE;DE;LOPEZ DE HOYOS;LÓPEZ DE HOYOS;04;6;1;17;2;20
00441300;CALLE;DE;LOPEZ DE HOYOS;LÓPEZ DE HOYOS;05;1;21;39;22;64
00441300;CALLE;DE;LOPEZ DE HOYOS;LÓPEZ DE HOYOS;05;2;-;-;66;220B
00441300;CALLE;DE;LOPEZ DE HOYOS;LÓPEZ DE HOYOS;05;3;55;171;-;-
00441300;CALLE;DE;LOPEZ DE HOYOS;LÓPEZ DE HOYOS;15;7;245;317;284;384A
00441300;CALLE;DE;LOPEZ DE HOYOS;LÓPEZ DE HOYOS;16;3;323;329;386;406
00441300;CALLE;DE;LOPEZ DE HOYOS;LÓPEZ DE HOYOS;16;4;337;409;438;504
00441310;GLORIETA;DE;LOPEZ DE HOYOS;LÓPEZ DE HOYOS;05;1;1;9;2;10
00001170;PLAZA;DE;LOPEZ DE LA PLATA;LÓPEZ DE LA PLATA;16;2;1;7;2;8
00441200;CALLE;DE;LOPEZ GRASS;LÓPEZ GRASS;13;6;1;35;2;80B
00441400;CALLE;DE;LOPEZ MEZQUIA;LÓPEZ MEZQUÍA;11;3;1;13;2;6
00441500;CALLE;DE;LOPEZ PUIGCERVER;LÓPEZ PUIGCERVER;09;3;1;21;2;36
00441600;CALLE;DE;LOPEZ RECUERO;LÓPEZ RECUERO;13;6;1;15;2;4
00441700;CALLE;DE;LOPEZ SILVA;LÓPEZ SILVA;01;2;1;11;2;10
00441800;CALLE;DE;LORCA;LORCA;16;4;1;11;2;12
00442000;CALLE;DE;LORENZA CORREA;LORENZA CORREA;06;1;1;29;4;24
00442100;CALLE;DE;LORENZANA;LORENZANA;06;6;1;15;2;16
00442300;CALLE;DE;LORENZO GONZALEZ;LORENZO GONZÁLEZ;15;1;1;11;2;20
